,TXS,NODES,FRAC_SPIES,PRECISION,RECALL,KAD_K,ID_LEN
153,20.0,100.0,0.1111111111111111,0.4,0.5,20.0,8.0
154,50.0,100.0,0.1111111111111111,0.5277777777777778,0.6666666666666666,20.0,8.0
155,100.0,100.0,0.1111111111111111,0.4578231292517007,0.7346938775510204,20.0,8.0
156,1.0,100.0,0.1,1.0,1.0,20.0,8.0
157,5.0,100.0,0.1,1.0,1.0,20.0,8.0
158,10.0,100.0,0.1,0.5714285714285714,0.5714285714285714,20.0,8.0
159,20.0,100.0,0.1,0.75,0.8333333333333334,20.0,8.0
160,50.0,100.0,0.1,0.6282051282051282,0.7307692307692307,20.0,8.0
161,100.0,100.0,0.1,0.4853658536585366,0.7804878048780488,20.0,8.0
162,1.0,200.0,0.5,1.0,1.0,20.0,8.0
163,5.0,200.0,0.5,1.0,1.0,20.0,8.0
164,10.0,200.0,0.5,1.0,1.0,20.0,8.0
165,20.0,200.0,0.5,0.8333333333333334,1.0,20.0,8.0
166,50.0,200.0,0.5,0.8039215686274509,1.0,20.0,8.0
167,100.0,200.0,0.5,0.6286036036036036,1.0,20.0,8.0
168,1.0,200.0,0.3333333333333333,1.0,1.0,20.0,8.0
169,5.0,200.0,0.3333333333333333,0.75,0.75,20.0,8.0
170,10.0,200.0,0.3333333333333333,1.0,1.0,20.0,8.0
171,20.0,200.0,0.3333333333333333,0.8666666666666667,1.0,20.0,8.0
172,50.0,200.0,0.3333333333333333,0.7094017094017093,0.8974358974358975,20.0,8.0
173,100.0,200.0,0.3333333333333333,0.6151515151515152,1.0,20.0,8.0
174,1.0,200.0,0.25,1.0,1.0,20.0,8.0
175,5.0,200.0,0.25,1.0,1.0,20.0,8.0
176,10.0,200.0,0.25,0.6666666666666666,0.6666666666666666,20.0,8.0
177,20.0,200.0,0.25,0.9,1.0,20.0,8.0
178,50.0,200.0,0.25,0.7631578947368421,0.868421052631579,20.0,8.0
179,100.0,200.0,0.25,0.6900584795321638,0.9122807017543859,20.0,8.0
180,1.0,200.0,0.2,1.0,1.0,20.0,8.0
181,5.0,200.0,0.2,1.0,1.0,20.0,8.0
182,10.0,200.0,0.2,0.8571428571428571,0.8571428571428571,20.0,8.0
183,20.0,200.0,0.2,0.7941176470588235,0.8823529411764706,20.0,8.0
184,50.0,200.0,0.2,0.8108108108108107,0.972972972972973,20.0,8.0
185,100.0,200.0,0.2,0.6640625000000001,0.9375,20.0,8.0
186,1.0,200.0,0.16666666666666666,1.0,1.0,20.0,8.0
187,5.0,200.0,0.16666666666666666,1.0,1.0,20.0,8.0
188,10.0,200.0,0.16666666666666666,0.7142857142857143,0.7142857142857143,20.0,8.0
189,20.0,200.0,0.16666666666666666,0.7666666666666667,0.8666666666666667,20.0,8.0
190,50.0,200.0,0.16666666666666666,0.6486486486486487,0.7567567567567568,20.0,8.0
191,100.0,200.0,0.16666666666666666,0.6515151515151515,0.8787878787878788,20.0,8.0
192,1.0,200.0,0.14285714285714285,0.0,0.0,20.0,8.0
193,5.0,200.0,0.14285714285714285,0.75,0.75,20.0,8.0
194,10.0,200.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,20.0,8.0
195,20.0,200.0,0.14285714285714285,0.8214285714285714,0.9285714285714286,20.0,8.0
196,50.0,200.0,0.14285714285714285,0.7440476190476192,0.8571428571428571,20.0,8.0
197,100.0,200.0,0.14285714285714285,0.5977011494252872,0.7758620689655172,20.0,8.0
198,1.0,200.0,0.125,0.0,0.0,20.0,8.0
199,5.0,200.0,0.125,0.5,0.5,20.0,8.0
200,10.0,200.0,0.125,0.6666666666666666,0.6666666666666666,20.0,8.0
201,20.0,200.0,0.125,0.7666666666666667,0.8666666666666667,20.0,8.0
202,50.0,200.0,0.125,0.7901234567901235,0.8148148148148148,20.0,8.0
203,100.0,200.0,0.125,0.5803571428571429,0.7857142857142857,20.0,8.0
204,1.0,200.0,0.1111111111111111,0.0,0.0,20.0,8.0
205,5.0,200.0,0.1111111111111111,1.0,1.0,20.0,8.0
206,10.0,200.0,0.1111111111111111,0.6,0.6,20.0,8.0
207,20.0,200.0,0.1111111111111111,0.75,0.8333333333333334,20.0,8.0
208,50.0,200.0,0.1111111111111111,0.5892857142857143,0.6071428571428571,20.0,8.0
209,100.0,200.0,0.1111111111111111,0.45762711864406774,0.6101694915254238,20.0,8.0
210,1.0,200.0,0.1,0.0,0.0,20.0,8.0
211,5.0,200.0,0.1,0.8,0.8,20.0,8.0
212,10.0,200.0,0.1,0.8571428571428571,0.8571428571428571,20.0,8.0
213,20.0,200.0,0.1,0.5333333333333333,0.5333333333333333,20.0,8.0
214,50.0,200.0,0.1,0.40104166666666663,0.5625,20.0,8.0
215,100.0,200.0,0.1,0.5993589743589743,0.75,20.0,8.0
216,1.0,300.0,0.5,1.0,1.0,20.0,8.0
217,5.0,300.0,0.5,1.0,1.0,20.0,8.0
218,10.0,300.0,0.5,0.9375,1.0,20.0,8.0
219,20.0,300.0,0.5,1.0,1.0,20.0,8.0
220,50.0,300.0,0.5,0.8863636363636364,1.0,20.0,8.0
221,100.0,300.0,0.5,0.7333333333333334,1.0,20.0,8.0
222,1.0,300.0,0.3333333333333333,1.0,1.0,20.0,8.0
223,5.0,300.0,0.3333333333333333,1.0,1.0,20.0,8.0
224,10.0,300.0,0.3333333333333333,1.0,1.0,20.0,8.0
225,20.0,300.0,0.3333333333333333,1.0,1.0,20.0,8.0
226,50.0,300.0,0.3333333333333333,0.9444444444444444,0.9722222222222222,20.0,8.0
227,100.0,300.0,0.3333333333333333,0.7222222222222223,0.9848484848484849,20.0,8.0
228,1.0,300.0,0.25,1.0,1.0,20.0,8.0
229,5.0,300.0,0.25,1.0,1.0,20.0,8.0
230,10.0,300.0,0.25,0.9,0.9,20.0,8.0
231,20.0,300.0,0.25,1.0,1.0,20.0,8.0
232,50.0,300.0,0.25,0.8088235294117647,0.9411764705882353,20.0,8.0
233,100.0,300.0,0.25,0.7391304347826086,0.9565217391304348,20.0,8.0
234,1.0,300.0,0.2,0.0,0.0,20.0,8.0
235,5.0,300.0,0.2,1.0,1.0,20.0,8.0
236,10.0,300.0,0.2,0.875,0.875,20.0,8.0
237,20.0,300.0,0.2,0.7333333333333333,0.8,20.0,8.0
238,50.0,300.0,0.2,0.7162162162162162,0.8378378378378378,20.0,8.0
239,100.0,300.0,0.2,0.6904761904761905,0.8253968253968254,20.0,8.0
240,1.0,300.0,0.16666666666666666,0.0,0.0,20.0,8.0
241,5.0,300.0,0.16666666666666666,1.0,1.0,20.0,8.0
242,10.0,300.0,0.16666666666666666,0.8888888888888888,0.8888888888888888,20.0,8.0
243,20.0,300.0,0.16666666666666666,0.7307692307692307,0.7692307692307693,20.0,8.0
244,50.0,300.0,0.16666666666666666,0.75,0.8823529411764706,20.0,8.0
245,100.0,300.0,0.16666666666666666,0.7142857142857143,0.8412698412698413,20.0,8.0
246,1.0,300.0,0.14285714285714285,1.0,1.0,20.0,8.0
247,5.0,300.0,0.14285714285714285,1.0,1.0,20.0,8.0
248,10.0,300.0,0.14285714285714285,1.0,1.0,20.0,8.0
249,20.0,300.0,0.14285714285714285,0.9642857142857143,1.0,20.0,8.0
250,50.0,300.0,0.14285714285714285,0.7794117647058824,0.8235294117647058,20.0,8.0
251,100.0,300.0,0.14285714285714285,0.7068965517241379,0.8448275862068966,20.0,8.0
252,1.0,300.0,0.125,0.0,0.0,20.0,8.0
253,5.0,300.0,0.125,1.0,1.0,20.0,8.0
254,10.0,300.0,0.125,0.75,0.75,20.0,8.0
255,20.0,300.0,0.125,0.6818181818181818,0.7272727272727273,20.0,8.0
256,50.0,300.0,0.125,0.6666666666666666,0.7407407407407407,20.0,8.0
257,100.0,300.0,0.125,0.6186440677966102,0.7627118644067796,20.0,8.0
258,1.0,300.0,0.1111111111111111,1.0,1.0,20.0,8.0
259,5.0,300.0,0.1111111111111111,0.8,0.8,20.0,8.0
260,10.0,300.0,0.1111111111111111,0.8,0.8,20.0,8.0
261,20.0,300.0,0.1111111111111111,0.6875,0.6875,20.0,8.0
262,50.0,300.0,0.1111111111111111,0.75,0.8461538461538461,20.0,8.0
263,100.0,300.0,0.1111111111111111,0.6714285714285714,0.8,20.0,8.0
264,1.0,300.0,0.1,1.0,1.0,20.0,8.0
265,5.0,300.0,0.1,1.0,1.0,20.0,8.0
266,10.0,300.0,0.1,0.8333333333333334,0.8333333333333334,20.0,8.0
267,20.0,300.0,0.1,0.5833333333333334,0.5833333333333334,20.0,8.0
268,50.0,300.0,0.1,0.7179487179487178,0.8076923076923077,20.0,8.0
269,100.0,300.0,0.1,0.5873015873015873,0.6666666666666666,20.0,8.0
270,1.0,400.0,0.5,1.0,1.0,20.0,8.0
271,5.0,400.0,0.5,1.0,1.0,20.0,8.0
272,10.0,400.0,0.5,1.0,1.0,20.0,8.0
273,20.0,400.0,0.5,0.9411764705882353,1.0,20.0,8.0
274,50.0,400.0,0.5,0.8833333333333334,1.0,20.0,8.0
275,100.0,400.0,0.5,0.7865853658536586,1.0,20.0,8.0
276,1.0,400.0,0.3333333333333333,1.0,1.0,20.0,8.0
277,5.0,400.0,0.3333333333333333,0.8,0.8,20.0,8.0
278,10.0,400.0,0.3333333333333333,1.0,1.0,20.0,8.0
279,20.0,400.0,0.3333333333333333,0.9473684210526315,1.0,20.0,8.0
280,50.0,400.0,0.3333333333333333,0.8240740740740741,1.0,20.0,8.0
281,100.0,400.0,0.3333333333333333,0.7705627705627706,0.948051948051948,20.0,8.0
282,1.0,400.0,0.25,1.0,1.0,20.0,8.0
283,5.0,400.0,0.25,0.6,0.6,20.0,8.0
284,10.0,400.0,0.25,1.0,1.0,20.0,8.0
285,20.0,400.0,0.25,1.0,1.0,20.0,8.0
286,50.0,400.0,0.25,0.8,0.95,20.0,8.0
287,100.0,400.0,0.25,0.7872807017543861,0.9473684210526315,20.0,8.0
288,1.0,400.0,0.2,1.0,1.0,20.0,8.0
289,5.0,400.0,0.2,1.0,1.0,20.0,8.0
290,10.0,400.0,0.2,0.8,0.8,20.0,8.0
291,20.0,400.0,0.2,0.875,0.9375,20.0,8.0
292,50.0,400.0,0.2,0.8088235294117647,0.8529411764705882,20.0,8.0
293,100.0,400.0,0.2,0.7230769230769231,0.8923076923076924,20.0,8.0
294,1.0,400.0,0.16666666666666666,1.0,1.0,20.0,8.0
295,5.0,400.0,0.16666666666666666,0.8,0.8,20.0,8.0
296,10.0,400.0,0.16666666666666666,1.0,1.0,20.0,8.0
297,20.0,400.0,0.16666666666666666,0.8,0.8666666666666667,20.0,8.0
298,50.0,400.0,0.16666666666666666,0.7777777777777778,0.8055555555555556,20.0,8.0
299,100.0,400.0,0.16666666666666666,0.7150537634408601,0.8387096774193549,20.0,8.0
300,1.0,400.0,0.14285714285714285,1.0,1.0,20.0,8.0
301,5.0,400.0,0.14285714285714285,0.75,0.75,20.0,8.0
302,10.0,400.0,0.14285714285714285,0.8,0.8,20.0,8.0
303,20.0,400.0,0.14285714285714285,0.7142857142857143,0.7142857142857143,20.0,8.0
304,50.0,400.0,0.14285714285714285,0.8378378378378378,0.8648648648648649,20.0,8.0
305,100.0,400.0,0.14285714285714285,0.6851851851851851,0.7936507936507936,20.0,8.0
306,1.0,400.0,0.125,0.0,0.0,20.0,8.0
307,5.0,400.0,0.125,0.8,0.8,20.0,8.0
308,10.0,400.0,0.125,0.6,0.6,20.0,8.0
309,20.0,400.0,0.125,0.6,0.6,20.0,8.0
310,50.0,400.0,0.125,0.8142857142857143,0.8285714285714286,20.0,8.0
311,100.0,400.0,0.125,0.5771604938271604,0.7592592592592593,20.0,8.0
312,1.0,400.0,0.1111111111111111,0.0,0.0,20.0,8.0
313,5.0,400.0,0.1111111111111111,0.75,0.75,20.0,8.0
314,10.0,400.0,0.1111111111111111,0.2857142857142857,0.2857142857142857,20.0,8.0
315,20.0,400.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,20.0,8.0
316,50.0,400.0,0.1111111111111111,0.5857142857142857,0.6285714285714286,20.0,8.0
317,100.0,400.0,0.1111111111111111,0.6929824561403509,0.8070175438596491,20.0,8.0
318,1.0,400.0,0.1,0.0,0.0,20.0,8.0
319,5.0,400.0,0.1,0.8,0.8,20.0,8.0
320,10.0,400.0,0.1,0.7142857142857143,0.7142857142857143,20.0,8.0
321,20.0,400.0,0.1,0.7058823529411765,0.7058823529411765,20.0,8.0
322,50.0,400.0,0.1,0.7638888888888888,0.7777777777777778,20.0,8.0
323,100.0,400.0,0.1,0.5802469135802469,0.6851851851851852,20.0,8.0
324,1.0,500.0,0.5,1.0,1.0,20.0,8.0
325,5.0,500.0,0.5,1.0,1.0,20.0,8.0
326,10.0,500.0,0.5,1.0,1.0,20.0,8.0
327,20.0,500.0,0.5,1.0,1.0,20.0,8.0
328,50.0,500.0,0.5,0.851063829787234,1.0,20.0,8.0
329,100.0,500.0,0.5,0.7947368421052632,0.9894736842105263,20.0,8.0
330,1.0,500.0,0.3333333333333333,1.0,1.0,20.0,8.0
331,5.0,500.0,0.3333333333333333,1.0,1.0,20.0,8.0
332,10.0,500.0,0.3333333333333333,1.0,1.0,20.0,8.0
333,20.0,500.0,0.3333333333333333,0.8947368421052632,0.8947368421052632,20.0,8.0
334,50.0,500.0,0.3333333333333333,0.9459459459459459,0.972972972972973,20.0,8.0
335,100.0,500.0,0.3333333333333333,0.8333333333333335,1.0,20.0,8.0
336,1.0,500.0,0.25,1.0,1.0,20.0,8.0
337,5.0,500.0,0.25,0.8,0.8,20.0,8.0
338,10.0,500.0,0.25,1.0,1.0,20.0,8.0
339,20.0,500.0,0.25,1.0,1.0,20.0,8.0
340,50.0,500.0,0.25,0.9305555555555556,0.9444444444444444,20.0,8.0
341,100.0,500.0,0.25,0.8076923076923077,0.9230769230769231,20.0,8.0
342,1.0,500.0,0.2,1.0,1.0,20.0,8.0
343,5.0,500.0,0.2,1.0,1.0,20.0,8.0
344,10.0,500.0,0.2,0.9,0.9,20.0,8.0
345,20.0,500.0,0.2,0.7692307692307693,0.7692307692307693,20.0,8.0
346,50.0,500.0,0.2,0.8142857142857143,0.8285714285714286,20.0,8.0
347,100.0,500.0,0.2,0.7923976608187134,0.9122807017543859,20.0,8.0
348,1.0,500.0,0.16666666666666666,1.0,1.0,20.0,8.0
349,5.0,500.0,0.16666666666666666,1.0,1.0,20.0,8.0
350,10.0,500.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,20.0,8.0
351,20.0,500.0,0.16666666666666666,0.8666666666666667,0.8666666666666667,20.0,8.0
352,50.0,500.0,0.16666666666666666,0.890625,0.90625,20.0,8.0
353,100.0,500.0,0.16666666666666666,0.7153846153846154,0.8307692307692308,20.0,8.0
354,1.0,500.0,0.14285714285714285,1.0,1.0,20.0,8.0
355,5.0,500.0,0.14285714285714285,0.75,0.75,20.0,8.0
356,10.0,500.0,0.14285714285714285,0.75,0.75,20.0,8.0
357,20.0,500.0,0.14285714285714285,0.7333333333333333,0.7333333333333333,20.0,8.0
358,50.0,500.0,0.14285714285714285,0.75,0.7777777777777778,20.0,8.0
359,100.0,500.0,0.14285714285714285,0.7196969696969697,0.8181818181818182,20.0,8.0
360,1.0,500.0,0.125,1.0,1.0,20.0,8.0
361,5.0,500.0,0.125,0.25,0.25,20.0,8.0
362,10.0,500.0,0.125,0.875,0.875,20.0,8.0
363,20.0,500.0,0.125,0.6176470588235294,0.6470588235294118,20.0,8.0
364,50.0,500.0,0.125,0.75,0.75,20.0,8.0
365,100.0,500.0,0.125,0.635593220338983,0.6949152542372882,20.0,8.0
366,1.0,500.0,0.1111111111111111,1.0,1.0,20.0,8.0
367,5.0,500.0,0.1111111111111111,0.8,0.8,20.0,8.0
368,10.0,500.0,0.1111111111111111,0.5714285714285714,0.5714285714285714,20.0,8.0
369,20.0,500.0,0.1111111111111111,0.5714285714285714,0.6428571428571429,20.0,8.0
370,50.0,500.0,0.1111111111111111,0.8205128205128205,0.8461538461538461,20.0,8.0
371,100.0,500.0,0.1111111111111111,0.675,0.75,20.0,8.0
372,1.0,500.0,0.1,1.0,1.0,20.0,8.0
373,5.0,500.0,0.1,0.5,0.5,20.0,8.0
374,10.0,500.0,0.1,0.9,0.9,20.0,8.0
